score,review,date,rating,created_at,cleaned_review,review_len,word_count,datetime,year_month,year,month,day,weekday,is_weekend,sentiment,tfidf_svd_0,tfidf_svd_1,tfidf_svd_2,tfidf_svd_3,tfidf_svd_4,tfidf_svd_5,tfidf_svd_6,tfidf_svd_7,tfidf_svd_8,tfidf_svd_9
8,우디의 비중이 적어서 아쉬웠지만 역시 토이스토리는 토이스토리다.,4 일전,8,2026-07-16,우디의 비중이 적어서 아쉬웠지만 역시 토이스토리는 토이스토리다,34,7,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,0.13696232179386592,0.17028990754050902,0.036637930332025455,0.14757093401179344,0.0889631493146435,0.8458119034352409,0.13550729760003496,-0.07702723372036989,0.010984533776586366,0.2792115136188707
10,역시 재밌어요. 추천!!!,4 일전,10,2026-07-16,역시 재밌어요 추천,10,3,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,0.14991937296488644,0.11979384663269113,-0.04075882744195266,0.5707235064803986,-0.029877689261261428,0.09178899984523844,0.11296115646454681,-0.04821880735970252,0.01197317270677907,0.2970973833541159
8,매번 먹던 맛 구우웃,4 일전,8,2026-07-16,매번 먹던 맛 구우웃,11,4,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,0.0017870036417034663,0.0002312725755122333,0.0016989839462855023,0.001494188289689984,0.0036682244781404217,0.03185748575023651,0.0010059745888233488,0.00041213127145483657,-0.0009782576757194075,-0.012865776116719472
7,토이스토리 시리즈 좋아,4 일전,7,2026-07-16,토이스토리 시리즈 좋아,12,3,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,0.1549350743310747,0.3902232862167727,-0.012143906126810839,-0.04311604864230627,-0.012262225541288082,-0.043594793799754235,-0.0368807236362008,0.025647188951320336,-0.005895474825463854,-0.08875544778962659
6,이제는 토이스토리가 졸릴 나이가 된건가?,4 일전,6,2026-07-16,이제는 토이스토리가 졸릴 나이가 된건가,21,5,2026-07-16,2026-07,2026,7,16,Thursday,False,neutral,0.02113733963168957,-0.007823274916080987,0.0029988449660721833,0.014754122941576697,-0.0006622544279958278,-0.005604901668013292,0.016720241359660302,-0.005825943158340914,-0.008003742593759121,0.01526496236013423
8,전편에 비해 뭔가 약한 느낌,4 일전,8,2026-07-16,전편에 비해 뭔가 약한 느낌,15,5,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,0.00840750646052236,-0.0017933829679418329,8.571772973469293e-05,0.021820698908937106,0.0014669137925510127,-0.005724984984737856,-0.005573890644323579,0.008369970892915137,0.005043188821485214,-0.012670416351075634
10,우리들 세월 속 스쳐간 많은 장난감들의 소원이 이런걸까?,4 일전,10,2026-07-16,우리들 세월 속 스쳐간 많은 장난감들의 소원이 이런걸까,30,8,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,0.025733566564429346,-0.0003358039377584295,0.014272387769546807,0.03845261160160059,0.04305074572380535,-0.022174804441765686,-0.006763124267251307,-0.008776208760049167,0.0024967623185394063,0.0009496706668455255
10,가족끼리 가서 보면 좋은 영화,4 일전,10,2026-07-16,가족끼리 가서 보면 좋은 영화,16,5,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,0.04684617061471039,0.009100076601387258,0.1502945069996667,0.026455015086139753,0.362119446625738,-0.06919474593686388,0.00077967045219425,0.03630994557617345,0.04651278442253817,0.021492980031024872
10,도대체 언제까지 명작을 뽑아 낼래?,4 일전,10,2026-07-16,도대체 언제까지 명작을 뽑아 낼래,18,5,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
8,"딱 적당한 아이들, 어린 아이들 영화",4 일전,8,2026-07-16,딱 적당한 아이들 어린 아이들 영화,19,6,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,0.03455322410671094,0.004168001404191725,0.09449710865291425,0.011191526656040915,0.2513007505104395,-0.04707347558863929,-0.016202840771356006,-0.01676106599238266,0.002790268644176063,0.023570185298391864
8,그냥 즐겁게 보면 됌^^,4 일전,8,2026-07-16,그냥 즐겁게 보면 됌,11,4,2026-07-16,2026-07,2026,7,16,Thursday,False,positive,0.0471339234418238,-0.008933613204262702,0.01994304041302673,-0.013370077585048415,0.01432243086130275,-0.01303044836429204,-0.0006282098516434022,-8.956842896343459e-05,0.0067112236548043415,0.0031236903232352586
7,"지금의 아이들은 장난감보다 전자기기를 선호하지만, 여전히 장난감은 우리의 친구이자 그 시절을 떠올리게 하는 추억이라는 것을 상기시켜 준다.",5 일전,7,2026-07-15,지금의 아이들은 장난감보다 전자기기를 선호하지만 여전히 장난감은 우리의 친구이자 그 시절을 떠올리게 하는 추억이라는 것을 상기시켜 준다,75,17,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.02834308414350457,-0.000371093697537573,0.001913016112815569,0.025354611868570107,0.0071393469142592885,0.01687975288729815,0.019024297237223202,0.014607881423510143,-0.052445824055889434,-0.08318865948815529
8,새롭게 등장한 전자기기와 기존의 입지를 잃어가는 장난감과의 이야기를 제시의 서사와 감정선을 통해 흡인력있게 표현한 수작.,5 일전,8,2026-07-15,새롭게 등장한 전자기기와 기존의 입지를 잃어가는 장난감과의 이야기를 제시의 서사와 감정선을 통해 흡인력있게 표현한 수작,66,15,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.0008652362929412038,0.0004969618309249872,0.002876151840581556,0.00029632959969964933,0.007243952136652681,-0.0015869110156140128,-0.0006459718027544182,0.0004946861613442857,-0.0016877284772130862,-0.00023179501781144177
10,역시 애기들은 미디어노출을 덜 시키고 뛰어놀게 해야겠다,5 일전,10,2026-07-15,역시 애기들은 미디어노출을 덜 시키고 뛰어놀게 해야겠다,30,7,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.11979681121686768,0.22003126760192698,-0.01368992634569887,0.15006087958847972,0.017803670154276665,0.3035788738614396,0.19256110800977275,-0.10272351142522945,0.018783619884371227,0.6159094693577148
10,잘봤습니다 잘봤습니다,5 일전,10,2026-07-15,잘봤습니다 잘봤습니다,11,2,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.002990346242898044,-0.0004949782765856202,0.00791060957641986,-0.0006112364194929328,-0.003281601107446162,0.0028796575442020258,-0.040054197565195564,-0.0023478743664226524,0.011570321763237891,-0.013794055528741852
10,시간가는줄 모르고 봤어요. 우리 아이들이 전자기기를 지혜롭게 사용할 수 있도록 어른들이 더 노력해야할 것 같아요.,5 일전,10,2026-07-15,시간가는줄 모르고 봤어요 우리 아이들이 전자기기를 지혜롭게 사용할 수 있도록 어른들이 더 노력해야할 것 같아요,61,15,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.07403511410483718,-0.019881656302360592,0.23158888111194617,-0.011675898845132288,-0.07928916860208463,-0.017973299217879043,0.12963324427032705,-0.08485497362864108,0.060537136128410565,-0.1705805795574378
10,아이랑 재밌게 봤어요,5 일전,10,2026-07-15,아이랑 재밌게 봤어요,11,3,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.1778012581837879,-0.06155847436413605,0.5252085727451147,0.03064232592255018,-0.2417488826059341,0.03446502324050528,-0.5010160096259012,-0.14246447625104697,0.2104214622090234,-0.07262214940765142
10,현시대에 걸맞은 명작,5 일전,10,2026-07-15,현시대에 걸맞은 명작,11,3,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
7,놀이가 이렇게 재미 있는 거야?,5 일전,7,2026-07-15,놀이가 이렇게 재미 있는 거야,16,5,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.038450938434702604,0.011548174681125328,0.03950597514895654,-0.007775259092596358,0.02508532300666993,-0.006479897802058398,0.014372858384538355,0.025024260115680576,-0.05287084846444335,-0.025119269977635222
10,집가서 인형들 안아줌🥲,5 일전,10,2026-07-15,집가서 인형들 안아줌,11,3,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.0002383633961500673,6.19249153363194e-05,0.0015503882106958256,0.00016791501605971682,0.004504148675699491,-0.001009838097064802,0.0004333558268249557,0.0001903950663189391,0.0007361686964788345,0.00031544093446862043
9,스토리도 좋고. 재밌어요.,5 일전,9,2026-07-15,스토리도 좋고 재밌어요,12,3,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.10186413501474484,0.012220651342466034,-0.022726747152077977,0.5300978248707064,-0.04513574455431322,-0.06922431892448959,-0.018455052950219576,0.07097949948999763,-0.02921107315724217,-0.049385643441021636
6,어릴적 추억으로 인한 거부할 수 없는 이끌림,5 일전,6,2026-07-15,어릴적 추억으로 인한 거부할 수 없는 이끌림,24,7,2026-07-15,2026-07,2026,7,15,Wednesday,False,neutral,0.007373188623132276,0.002533739620954666,-0.0021817903600434333,-0.0021709584553070574,-0.00026866801725189773,-0.0019945810264090013,0.0006544659455470128,0.003260993748224522,-0.0012338308841441466,-0.004444462628184991
10,제시의 성장이 참 좋드라,5 일전,10,2026-07-15,제시의 성장이 참 좋드라,13,4,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,3.333328852064929e-05,2.1268999110886367e-05,0.0001598963301884248,1.7140599235664976e-05,0.00045199908175350075,-0.00011389573282361254,-6.256436206531805e-05,4.9996043312992936e-05,-0.0001754285837642406,-2.4942188770288595e-05
10,찐액션 끝판왕 영화,5 일전,10,2026-07-15,찐액션 끝판왕 영화,10,3,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.07961309270041897,0.029559326580511924,0.3310162487494635,0.04185633842218643,0.8219472243897883,-0.1476349986434554,-0.051512812714566744,-0.08229236458967285,0.006081260392067025,0.07142803597259512
10,저그가 우리아빠라고? * 100,5 일전,10,2026-07-15,저그가 우리아빠라고 100,14,3,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
6,캐릭터들이 너무 올드해짐,5 일전,6,2026-07-15,캐릭터들이 너무 올드해짐,13,3,2026-07-15,2026-07,2026,7,15,Wednesday,False,neutral,0.8228994113544211,-0.36836227561536805,-0.2718441754530265,-0.16438848085317276,0.013819668729951207,-0.04600207439063286,0.019122296643822687,-0.08058821161971663,-0.04693059408501719,0.054667790957708996
10,재밋게 잘봤어요 ~,5 일전,10,2026-07-15,재밋게 잘봤어요,8,2,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.006543027450163096,-0.000620203987691648,0.014226919520886427,0.00230100843093833,0.0009350082401850844,0.05632396573873031,-0.04316912503361009,0.001307683418907484,0.011416962879334485,-0.033183174839190685
10,"진짜 너무재밌습니다
감동도있고 영상도 훌륭합니다",5 일전,10,2026-07-15,진짜 너무재밌습니다 감동도있고 영상도 훌륭합니다,26,5,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.015572998377299353,-0.005439993487415869,0.0006855489971162182,-0.00037442475284991126,0.009321507814507359,0.022399494732444552,0.00949428581555493,0.015431876593519193,-0.012838162925796613,-0.014425104748520113
10,하 제시 진짜 너무 좋다…,5 일전,10,2026-07-15,하 제시 진짜 너무 좋다,13,5,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.3242152044634167,-0.1397110658951538,-0.10867179740031804,-0.06923804022085636,0.013101914566031728,-0.001794445854834661,0.020222571433601812,-0.031060154875030544,-0.03272574888031167,0.015379368106780493
10,날무한대로 사랑해주는 장난감들 보면서 울기도하고 웃기도하고 감동가득합니다 픽사의 상상력은 항상 감탄합니다 강추,5 일전,10,2026-07-15,날무한대로 사랑해주는 장난감들 보면서 울기도하고 웃기도하고 감동가득합니다 픽사의 상상력은 항상 감탄합니다 강추,61,12,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.0027672084804055883,0.0005290768635915786,0.010867304070234222,0.001450721706020301,0.022334925262911927,-0.004859356777669888,-0.0033710415257953083,0.009657079390375958,0.002483767820552165,0.002080809381025199
10,시대에 맞춰져 진화한 장난감들의 이야기가 재밌어요,5 일전,10,2026-07-15,시대에 맞춰져 진화한 장난감들의 이야기가 재밌어요,27,6,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.0991933548726686,0.01169374506386885,0.0021697537391460547,0.5069629653881365,-0.002000719035983039,-0.08235970046346838,0.008488272263305003,0.004128082659815127,-0.004916739678750176,-0.024528113230682557
8,조금 아쉬운부분도 있지만~ 그런대로 잘 뽑은 느낌~♡,5 일전,8,2026-07-15,조금 아쉬운부분도 있지만 그런대로 잘 뽑은 느낌,26,7,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.0009038318969154268,0.0004616029076588349,0.0003160200276425299,0.003892287131582006,0.0005612094745444885,-0.0014117851874489108,-0.0004418865183779286,0.005646703347681402,-0.001514784344270665,-0.006572382845706273
10,아이들과 잼있게 관람했습니다,5 일전,10,2026-07-15,아이들과 잼있게 관람했습니다,15,3,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.024362593002527806,-0.008196951558426835,0.071708298784252,-0.0038812664950618843,-0.02761604924148058,-0.003148704499630701,0.03648780895764563,0.24351000284658963,-0.1826117270537847,0.080189595043188
10,잘봤습니다 감사합니다,5 일전,10,2026-07-15,잘봤습니다 감사합니다,11,2,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.002990346242898044,-0.0004949782765856202,0.00791060957641986,-0.0006112364194929328,-0.003281601107446162,0.0028796575442020258,-0.040054197565195564,-0.0023478743664226524,0.011570321763237891,-0.013794055528741852
7,무난하게 재밌었습니다~ 따로 할 말은 없네용,5 일전,7,2026-07-15,무난하게 재밌었습니다 따로 할 말은 없네용,23,6,2026-07-15,2026-07,2026,7,15,Wednesday,False,positive,0.002756717467434875,-0.0004470868132481449,0.006703966873314972,-0.0005120086243650016,-0.0026837251402791608,0.002237323253210793,-0.02674041718756293,-0.0015243337246421552,0.007366783414630895,-0.008562490492291248
10,동심으로 돌아갈 수 있었어요,6 일전,10,2026-07-14,동심으로 돌아갈 수 있었어요,15,4,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.02175602161904112,-0.0013611679910150688,-0.003612072135825212,0.05366091953215317,0.005428259357377027,-0.0018977599222870707,0.00678564556368129,0.038300543242394826,-0.026771494863263103,-0.025317289428308305
10,4보다 재밌음 군더더기 없고 제시가 주인공인 게 탁월한 선택,6 일전,10,2026-07-14,4보다 재밌음 군더더기 없고 제시가 주인공인 게 탁월한 선택,33,9,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.017430747533868383,0.02934540559181325,0.013170394547478292,-0.0030973970466483627,0.010506859499460284,0.013119656362269645,0.01965051188916328,-0.005678926109707156,0.002414566644299968,-0.056534459170161415
10,"너무 감동적이고 재밌었어요.
특히 버즈군단 너무 재밌고 인상적이었어요.",6 일전,10,2026-07-14,너무 감동적이고 재밌었어요 특히 버즈군단 너무 재밌고 인상적이었어요,37,8,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.5608468358642217,-0.22816500475278886,-0.15174491661479708,-0.11132946876679388,0.029533705879472353,-0.011200576048965178,0.0342929973062213,0.03960560348851865,0.014113035590752656,-0.010971679233808108
10,현시점의 문제점을 다루면서 흥미있는 스토리 전개에 재미있게 관람했습니다,6 일전,10,2026-07-14,현시점의 문제점을 다루면서 흥미있는 스토리 전개에 재미있게 관람했습니다,39,8,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.06342668341391713,-0.011406406808423615,0.2888665262523508,-0.01030045153296176,-0.10338389923648586,-0.016231304776264534,0.23111696754259553,0.05518546503876045,-0.10745272904293897,0.14938912723463824
5,크게 재밌다고 느낄 만큼의 임팩트가 없었다,6 일전,5,2026-07-14,크게 재밌다고 느낄 만큼의 임팩트가 없었다,23,6,2026-07-14,2026-07,2026,7,14,Tuesday,False,negative,0.002656866837230621,-0.0009463859742125787,0.006734604113322515,-0.0005630912453597632,0.0007585191943723392,-0.0014192368848840984,0.013687994516216306,0.015278400104066217,-0.00980255342679904,-0.021560370939409712
7,너무너무 재밌는 영화,6 일전,7,2026-07-14,너무너무 재밌는 영화,11,3,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.056992331458207944,0.013634706689452672,0.19115700389942453,0.10149287347436943,0.3652494894739282,-0.08269023149460263,-0.14432164934938746,-0.04539329505183118,0.047820331583964905,-0.036850014200197
10,"장난감들에 대한 깊은 향수
동심을 향한 그리움",6 일전,10,2026-07-14,장난감들에 대한 깊은 향수 동심을 향한 그리움,25,7,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.011347326546600277,0.008918180318063004,0.04677830179136399,0.007520886003303432,0.11467994904201048,-0.012993816150426989,-0.0357452685077122,0.0038030308267728873,-0.019010716001199492,0.062181449465582496
8,어른들의 감성에 꼭 필요한 영화,6 일전,8,2026-07-14,어른들의 감성에 꼭 필요한 영화,17,5,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.0474998378411645,0.01926549010459087,0.18509144036867026,0.02623519776385407,0.4668627148866417,-0.07637482157536558,-0.025581604396600583,-0.05023626090703825,-0.001009233188177348,0.06772394761120144
10,아휴 5편이나 봤는데 볼때마다 울어요!!,6 일전,10,2026-07-14,아휴 5편이나 봤는데 볼때마다 울어요,20,5,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.044023837301209436,-0.013480589539332044,0.07770717762288847,-0.007201463592587873,0.0005915893460359818,0.018760421523331416,-0.1783106218079204,0.5981172573640692,-0.3980856328924498,-0.003228573394166322
10,"도파민이 터지진 않지만, 잔잔하게 밀어닥치는 감동이 있는 영화",6 일전,10,2026-07-14,도파민이 터지진 않지만 잔잔하게 밀어닥치는 감동이 있는 영화,33,8,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.0640800303337668,0.026956322019250387,0.2028744073586233,0.016802621276664303,0.41692609587120016,-0.0781875599061568,-0.014807582894693078,0.07008739985508508,-0.11840965101279577,-0.0027124249459923593
7,우리가 알던 토이스토리 맛,6 일전,7,2026-07-14,우리가 알던 토이스토리 맛,14,4,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.13662197611645244,0.3584775829254262,-0.020456610730902585,-0.054601878052432246,-0.025570139966035386,-0.049021798154183026,-0.021779075434030903,0.004421409776622162,0.006268252194797133,-0.06517274415192455
7,이분법적으로 나뉘는게 아니라 화합인게 참 좋았음...따뜻하다,6 일전,7,2026-07-14,이분법적으로 나뉘는게 아니라 화합인게 참 좋았음따뜻하다,30,6,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10,1분도 지루하지 않은 영화,6 일전,10,2026-07-14,1분도 지루하지 않은 영화,14,4,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.03511121600521611,0.013103718462222433,0.14693059700988417,0.018708146717921037,0.36828108402073706,-0.0682220957887468,-0.022841336353212033,-0.037951655372982104,0.000706998021292653,0.03138225489386215
9,어릴때 기억으로 재밌게봤어요,6 일전,9,2026-07-14,어릴때 기억으로 재밌게봤어요,15,3,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.003287789307011129,0.00029401110452411506,0.013271900607682385,-0.0008928749993584538,-0.006911351660542982,-0.0014253114664344588,0.015274216707816037,0.025068926381360542,-0.026747782086037262,0.015177148715867408
10,추억이 있는 영화라 재미있게 봤습니다,6 일전,10,2026-07-14,추억이 있는 영화라 재미있게 봤습니다,20,5,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.09426199928337863,-0.013229740904936688,0.34124229819839746,-0.018942473429224036,-0.12387845662279262,-0.02971664275436202,0.2046517762510256,0.09559864556384376,-0.18702199125446642,0.11231554061766517
10,영원한 나의 친구 !,6 일전,10,2026-07-14,영원한 나의 친구,9,3,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.0069530714481182984,0.00809192191424202,0.015912355553605536,0.003921635244990727,0.04303802318504406,-0.006738446883843218,-0.0024402554049940553,0.0008904393725624961,-0.012132487271855246,-0.009642439412158609
10,토이스토리는 사랑입니다 재밌게 잘봤어요,6 일전,10,2026-07-14,토이스토리는 사랑입니다 재밌게 잘봤어요,21,4,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.11310169589027777,-0.017698915092611536,0.17194698246774034,0.02600297465887804,0.010949654712367479,0.5279463652242666,-0.28965486475017166,-0.01934948628535219,0.07495496906477842,-0.19234994551704718
10,버즈로봇을 사서 조카랑 놀고싶은 기분,6 일전,10,2026-07-14,버즈로봇을 사서 조카랑 놀고싶은 기분,20,5,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.0028119308885505654,0.0011677992302728246,0.017344107486695997,0.0022903103149690585,0.04888304260058791,-0.010259063663673393,-0.005043792664894578,-0.008470852816938587,0.0006471056688300627,0.00792002746503347
10,지난 감성을 자극하는,6 일전,10,2026-07-14,지난 감성을 자극하는,11,3,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10,넘넘 감동적이었어요 아이도 어른도 100%감동,6 일전,10,2026-07-14,넘넘 감동적이었어요 아이도 어른도 100감동,24,5,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.02168736993761665,-0.004345952860016444,0.02793590023440762,-0.0034263837774839256,-0.014141598950143231,0.0015807373127216292,-0.027884357618263446,0.03490138867048249,-0.0004266872852915797,-0.0069506063725196365
10,좋은 색감 좋은 스토리가 인상적이었습니다,6 일전,10,2026-07-14,좋은 색감 좋은 스토리가 인상적이었습니다,22,5,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.03976701123312694,-0.013116612001670323,0.02790116546534109,0.012621393949699244,0.07286276493748722,-0.015292753385185164,0.07903532767853681,0.33111615386640975,0.4074301551847896,0.028528170761679066
10,"추억이 새록새록 피어나는 영화
아이 어른 누구나 기분좋게 관람할 수 있는 영화여서 너무 즐겁게 잘 보고 왔어요",6 일전,10,2026-07-14,추억이 새록새록 피어나는 영화 아이 어른 누구나 기분좋게 관람할 수 있는 영화여서 너무 즐겁게 잘 보고 왔어요,61,17,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.25825601022257727,-0.09021396254158336,0.07687959304305868,-0.04009359983972352,0.20909212212199615,-0.061840456725336834,0.02117813039381176,-0.01692860488525212,-0.05215849811652177,0.031182993292252326
10,역시 토이스토리 최고였습니다!,6 일전,10,2026-07-14,역시 토이스토리 최고였습니다,15,3,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.30897748478290327,0.7350159476315408,-0.04371778808712769,0.030529251640327305,-0.029940470659920074,0.15951627731951926,0.11555139237865068,-0.07248486293779711,0.022840821218136555,0.3793641815697357
10,※^.^※ 괜찮았어요.,6 일전,10,2026-07-14,괜찮았어요,5,1,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10,스토리가 탄탄하고 중간중간 웃긴 요소들이 가득했다,6 일전,10,2026-07-14,스토리가 탄탄하고 중간중간 웃긴 요소들이 가득했다,27,6,2026-07-14,2026-07,2026,7,14,Tuesday,False,positive,0.02502891700082855,-0.0060942362644003404,-0.0033401027493364615,-0.0078511479216379,0.008197777243406767,-0.00034861015061982137,0.07386693297732651,0.30290319488636613,0.4039941054965508,0.02741537812590577
4,음 어린애들이 보기에는 좋다? 중고딩이 보기에는 노쟘이네요 근데 즁간중간 말하는 유머가 재밋긴햇어요 감동포인트들도 잇엇구,2026.07.20,4,2026-07-20,음 어린애들이 보기에는 좋다 중고딩이 보기에는 노쟘이네요 근데 즁간중간 말하는 유머가 재밋긴햇어요 감동포인트들도 잇엇구,66,14,2026-07-20,2026-07,2026,7,20,Monday,False,negative,0.015098032012598366,-0.002302439461978459,0.001886911715995527,-0.005012569243393588,-0.0037474884931102113,-0.0021343044916515134,0.009192631828369942,-0.0006828571835085691,-0.009497395597832794,0.007363712431232529
10,아직 이야깃거리를 남겨뒀었네요,2026.07.20,10,2026-07-20,아직 이야깃거리를 남겨뒀었네요,16,3,2026-07-20,2026-07,2026,7,20,Monday,False,positive,-8.825014663353655e-19,-1.0940313257886948e-17,5.097392475803355e-18,-5.978765079113724e-18,8.445318519446326e-18,-1.5014247116476818e-17,-1.2207217427347474e-17,1.9441808114549558e-17,-3.2766340795361704e-18,-4.480320097956113e-18
10,장난감으로 놀던 동심으로 돌아간느낌,2026.07.20,10,2026-07-20,장난감으로 놀던 동심으로 돌아간느낌,19,4,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.007611285714727103,0.0016671238775089374,-0.001953963271984021,0.0658636379233497,-0.0022368954434610795,-0.012749266513832213,0.007097491898455804,0.04203387388311532,-0.021667815915193758,-0.046759288548829735
10,기대이상...유익한영화입니다.,2026.07.20,10,2026-07-20,기대이상유익한영화입니다,12,1,2026-07-20,2026-07,2026,7,20,Monday,False,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10,어떻게 다섯편 내내 재밌을 수가!!,2026.07.20,10,2026-07-20,어떻게 다섯편 내내 재밌을 수가,17,5,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.008284471240674933,0.01495976045607845,0.013168498378506099,-0.0021164187092533697,0.018383028529857116,-0.00710383232849046,0.0008856120304208025,0.00869243791393751,-0.01035120635717762,-0.0035185990818388775
10,재있어요ㅎㅎㅎㅎㅋㅋ,2026.07.20,10,2026-07-20,재있어요ㅎㅎㅎㅎㅋㅋ,10,1,2026-07-20,2026-07,2026,7,20,Monday,False,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10,보니는 어른이 되어 가는거야. 그 여정에 우리가 도움이 됐다면 우린 할 일을 한 거야,2026.07.20,10,2026-07-20,보니는 어른이 되어 가는거야 그 여정에 우리가 도움이 됐다면 우린 할 일을 한 거야,46,14,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.009923642907731907,0.013108782235025226,0.023261252957484446,-0.0003175865026874379,0.05906739533950401,-0.014539768542183988,0.0024511814941440063,0.002364040731324516,0.003969778373341388,-0.005970324972262999
10,정말 재밌고 감동적입니다,2026.07.20,10,2026-07-20,정말 재밌고 감동적입니다,13,3,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.10125163715789176,-0.043761593110530586,0.07284526108310711,-0.01956127771649457,0.014358720351715724,0.013917367455967701,0.11779601959562967,0.207495863751538,0.11083584357001727,-0.007306779661905617
10,"재밌어요 ㅎㅎ

또 보고싶은데 너무 늦게봐서  아쉬움😔
상영관이 별로없는",2026.07.20,10,2026-07-20,재밌어요 ㅎㅎ 또 보고싶은데 너무 늦게봐서 아쉬움 상영관이 별로없는,37,9,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.636621971280315,-0.2135523083957277,-0.21674535913702261,0.637382728070543,-0.050178753694290944,-0.1272807561154,0.026917795972059573,-0.04222679285178437,-0.024252137353175614,-0.015483480144214598
10,아이들이 너무 즐거워 했어요,2026.07.20,10,2026-07-20,아이들이 너무 즐거워 했어요,15,4,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.4050110330295976,-0.17625679595403268,-0.003477022732804185,-0.08440736360016464,0.026667750462434192,-0.0469132860606736,0.3296452265858892,-0.0827487131376764,-0.014393326844179133,-0.26607068889861085
10,15년만에 영화 보다가 울었어요,2026.07.20,10,2026-07-20,15년만에 영화 보다가 울었어요,17,4,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.03258331493159985,0.011820187474658265,0.1385096534846275,0.017853525425331664,0.3449241179001808,-0.0630283981068404,-0.019485541016558774,-0.030118118578000837,0.004392476813071222,0.032056130359046885
